id,tag,date,ocid,initiationType,language,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_category,tender_province,tender_additionalProcurementCategories,tender_description,tender_mainProcurementCategory,tender_specialConditions,tender_procurementMethod,tender_deliveryLocation,tender_value_amount,tender_value_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_contactPerson_name,tender_contactPerson_email,tender_contactPerson_faxNumber,tender_contactPerson_telephoneNumber,tender_briefingSession_date,tender_briefingSession_venue,tender_briefingSession_isSession,tender_briefingSession_compulsory,tender_procuringEntity_id,tender_procuringEntity_name,planning_rationale,planning_budget_description
ocds-9t57fa-969-2021-05-14T00:00:00Z,compiled,2021-05-14T00:00:00Z,ocds-9t57fa-969,tender,en-za,600,South African Broadcasting Corporation Limited,969,RFP/LOG/2021/14,Request for Proposal,complete,Services: General,National,services,"APPOINTMENT OF CONTRACTOR FOR BUILDING, CIVIL AND FIRE
SUPPRESSION WORKS FOR A RECOMMENDED PERIOD OF SIX
(06) MONTHS.",services,N/A,open, -  -  - ,0,ZAR,2021-05-28T12:00:00Z,2021-05-14T00:00:00Z,n/a,tenderqueries@sabc.co.za,,n/a,2021-05-20T11:00:00Z,N/A,true,true,600,South African Broadcasting Corporation Limited,, - 
ocds-9t57fa-9740-2021-10-21T00:00:00Z,compiled,2021-10-21T00:00:00Z,ocds-9t57fa-9740,tender,en-za,667,Transnet SOC Ltd,9740,TE21-KLP-8DV-04589,Request for Proposal,complete,Supplies: Electrical Equipment,National,goods,FOR THE SUPPLY OF: SPECIFICATION FOR AUTOMATED MOORING SYSTEM ELECTRICAL COMPONENTS.,goods,"Should you experience difficulties in downloading the tender documents, go to:
https://www.transnet.net/TenderBulletins/Pages/default.aspx ",open,"TNPA, Coega, Neptune Road, Brenton House House Klub Road -  Coega - Gqeberha - 6001",0,ZAR,2021-11-23T10:00:00Z,2021-10-21T00:00:00Z,Siphokazi Mgubasi,Siphokazi.Mgubasi@transnet.net,,012-391-1495,0001-01-01T00:00:00Z,N/A,false,false,667,Transnet SOC Ltd,, - 
ocds-9t57fa-9831-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9831,tender,en-za,285,Kareeberg Municipality,9831,63/2021,Request for Proposal,complete,"Electricity, gas, steam and air conditioning",Northern Cape,works,INSTALLATION OF HIGH MAST LIGHTING IN VOSBURG,works,"Tenderers should have a CIDB grading of 4EP.  
Only tenderers who conform to the criteria stated in the Tender Data and Tender conditions are eligible to submit tenders",open,Vosburg town - Vosburg - Vosburg - 8780,0,ZAR,2021-11-25T12:00:00Z,2021-10-22T00:00:00Z,J Coetzee,johan@hvr.co.za,086-503-5564,079-490-1913,2021-11-04T14:00:00Z,"Kareeberg Municipality, Vosburg",true,true,285,Kareeberg Municipality,, - 
ocds-9t57fa-9859-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9859,tender,en-za,635,Stellenbosch Municipality,9859,BSM 123/21,Request for Proposal,active,Civil engineering,Western Cape,works,"ZONE O, KAYAMANDI, HOUSING PROJECT: CONSTRUCTION OF INTERNAL CIVIL ENGINEERING SERVICES – PHASE 3

",works,N/A,open,Stellenbosch Municipality - Stellenbosch - Stellenbosch - 7600,0,ZAR,2021-11-22T12:00:00Z,2021-10-22T00:00:00Z,Derick Carosini,derick@lyners.co.za,,021-872-0622,2021-11-04T10:00:00Z,"at Kayamandi Corridor (GPS Coordinates 33°55'09.8""S 18°51'08.2""E). ",true,true,635,Stellenbosch Municipality,, - 
ocds-9t57fa-9887-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9887,tender,en-za,734,Wholesale and Retail Sector Education and Training Authority,9887,WRSCM-2021/2022-0001,Request for Proposal,cancelled,Legal and accounting activities,National,consultingServices,Appointment of a Panel of Attorneys of Legal Firms for a Period of 36 Months ,,N/A,open,"1303 Riverside Office Park, Cnr Heuwel and Lenchen South Avenue, Hennops House - Centurion  - Pretoria - 0098",0,ZAR,2021-11-15T11:00:00Z,2021-10-22T00:00:00Z,Dawn Prince,dprince@wrseta.org.za,,012-662-9500,2021-11-03T11:00:00Z,via Teams ,true,false,734,Wholesale and Retail Sector Education and Training Authority,, - 
ocds-9t57fa-9894-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9894,tender,en-za,167,ESKOM,9894,OLT1284034,Request for Proposal,complete,Disposals: General,Mpumalanga,services,"DISPOSAL -  PURCHASE, COLLECTION AND REMOVAL OF SCRAP CONVEYOR BELTS FOR A 3 YEAR CONTRACT PERIOD FROM MAJUBA PS IN ESKOM",services,OPTIONAL VIEWING BY APPOINTMENT,open,MAJUBA POWER STATION - MPUMALANGA - MPUMALANGA - ,0,ZAR,2021-11-02T10:00:00Z,2021-10-22T00:00:00Z,REQEBA KAMROODEEN,kamroore@eskom.co.za,,031-710-5674,0001-01-01T00:00:00Z,MAJUBA PS,false,false,167,ESKOM,, - 
ocds-9t57fa-9911-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9911,tender,en-za,311,Kwazulu Natal - Health,9911,ZNB 5171/2021-H,Request for Bid(Open-Tender),complete,Services: Electrical,KwaZulu-Natal,services,The Appointment Of A Multidisciplinary Professional Team Led By An Electrical Engineer: Refurbishment To Low Voltage Electrical Installation,services,N/A,open,Erskine Terrace  - South Beach  - Durban - 4000,0,ZAR,2021-11-29T11:00:00Z,2021-10-22T00:00:00Z,Junitha Sookraj,junitha.sookraj@kznhealth.gov.za,,033-815-8369,2021-11-16T10:00:00Z,Addington Hospital - Nurses Residence,true,true,311,Kwazulu Natal - Health,, - 
ocds-9t57fa-9929-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9929,tender,en-za,750,Northlink TVET College,9929,PUR 5400/8,Request for Bid(Open-Tender),complete,Supplies: Electrical Equipment,Western Cape,goods,SUPPLY OF ELECTRONIC WORK STATIONS AND TRAINING PANELS ,goods,N/A,open,80 Voortrekker Road - Bellville  - Cape Town - 7530,0,ZAR,2021-11-17T11:00:00Z,2021-10-23T00:00:00Z,Stephen Preston,stephen.preston@purcosa.co.za,,083-967-6022,2021-11-02T10:00:00Z,"CENTRAL OFFICE,80 VOORTREKKER ROAD, BELLVILLE, 7530",true,true,750,Northlink TVET College,, - 
ocds-9t57fa-9932-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9932,tender,en-za,750,Northlink TVET College,9932,PUR 7000/15,Request for Bid(Open-Tender),cancelled,Supplies: Clothing/Textiles/Footwear,Western Cape,"""""",SUPPLY OF STUDENTS UNIFORMS FOR 2022,,N/A,open,80 Voortrekker Road - Bellville  - Cape Town - 7530,0,ZAR,2021-11-17T11:00:00Z,2021-10-23T00:00:00Z,Stephen Preston,stephen.preston@purcosa.co.za,,083-967-6022,2021-11-02T12:30:00Z,"CENTRAL OFFICE,80 VOORTREKKER ROAD, BELLVILLE, 7530",true,true,750,Northlink TVET College,, - 
ocds-9t57fa-9936-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9936,tender,en-za,750,Northlink TVET College,9936,PUR 5603/33,Request for Bid(Open-Tender),cancelled,Construction of buildings,Western Cape,works,ROOF REPAIRS AT TYGERBERG CAMPUS-CIDB GRADING 2GB OR HIGHER,works,N/A,open,80 Voortrekker Road - Bellville  - Cape Town - 7530,0,ZAR,2021-11-17T11:00:00Z,2021-10-23T00:00:00Z,Stephen Preston,stephen.preston@purcosa.co.za,,083-967-6022,2021-11-03T11:00:00Z,"CENTRAL OFFICE,80 VOORTREKKER ROAD, BELLVILLE, 7530",true,true,750,Northlink TVET College,, - 
ocds-9t57fa-9938-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9938,tender,en-za,750,Northlink TVET College,9938,PUR 2001/10 ,Request for Bid(Open-Tender),complete,Other service activities,Western Cape,services,MAINTENANCE OF FIRE EXTINGUISHERS AND EQUIPMENT FOR THE PERIOD OF THREE(3) YEARS,services,N/A,open,80 Voortrekker Road - Bellville  - Cape Town - 7530,0,ZAR,2021-11-03T11:00:00Z,2021-10-23T00:00:00Z,Stephen Preston,stephen.preston@purcosa.co.za,,083-967-6022,2021-11-03T12:30:00Z,"CENTRAL OFFICE,80 VOORTREKKER ROAD, BELLVILLE, 7530",true,true,750,Northlink TVET College,, - 
ocds-9t57fa-9951-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9951,tender,en-za,571,Rustenburg Local Municipality,9951,RLM/DCD/0002/2021/22,Request for Proposal,cancelled,Services: Professional,North West,consultingServices,"Appointment of a service provider for the maintenance of lifts at Mpheni, civic centre, flea market, main library and waste for a period of 36 months",,"Evaluation Criterion
	Administrative evaluation (document completion and attachment of mandatory documents)
	Registration with Lift Inspection Association of South Africa.
	CIDB Grading 3SI or Higher
	80/20 preferential point system (price = 80 & BBBEE points = 20)

Document Information
R 1 000.00

Reference Number: 02+Company name
                        ABSA
Account Number: 122 0000 458
Branch code: 632005
Documents will be available on E-tender and RLM websites respectively 5 working days after the advert date.

NB! Proof of purchase (Bank Deposit Slip) must be attached upon submission
TECHNICAL
Mr. F. Mohammed
014 590 3152 
fmohammed@rustenburg.gov.za 

",open,Corner Beyers Naude and Nelson Mandela drive - Rustenburg CBD  - Rustenburg - 0300,0,ZAR,2022-01-13T11:00:00Z,2021-10-22T00:00:00Z,Mr J Masinga,jmasinga@rustenburg.gov.za,,014-590-3123,0001-01-01T00:00:00Z,N/A,false,false,571,Rustenburg Local Municipality,, - 
ocds-9t57fa-9956-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9956,tender,en-za,571,Rustenburg Local Municipality,9956,RLM/DTIS/0014/2021/22 ,Request for Proposal,active,Supplies: General,North West,goods,Appointment of service providers for supply and delivery of cu/al crimping lugs and ferrules to Rustenburg local municipality as and when required for a period of three (3) years,goods,"Evaluation Criterion
	Administrative evaluation (document completion and attachment of mandatory documents)
	80/20 preferential point system (price = 80 & BBBEE points = 20)

Document Information
R 1 000.00

Reference Number: 14+Company name
                        ABSA
Account Number: 122 0000 458
Branch code: 632005
Documents will be available on E-tender and RLM websites respectively 5 working days after the advert date.

NB! Proof of purchase (Bank Deposit Slip) must be attached upon submission

TECHNICAL
Mr. P. Bergh
014 590 3371 
pbergh@rustenburg.gov.za 

",open,Corner Beyers Naude and Nelson Mandela drive - Rustenburg CBD  - Rustenburg - 0300,0,ZAR,2022-01-12T09:00:00Z,2021-10-23T00:00:00Z,Mr J Masinga,jmasinga@rustenburg.gov.za,,014-590-3123,2021-11-03T09:00:00Z,Rustenburg Local Municipality Electrical Department 98 Zendeling Street,true,true,571,Rustenburg Local Municipality,, - 
ocds-9t57fa-9959-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9959,tender,en-za,571,Rustenburg Local Municipality,9959,RLM/DTIS/0026/2021/22,Request for Proposal,active,Services: Professional,North West,consultingServices,"Appointment of an electrical contractor for the (civil and electrical) supply, construction, commissioning and hand-over of a new 2 x 40mva 88/11kv substation in Boitekong for Rustenburg local municipality as and when funds becomes available for a period of three years",,"Evaluation Criterion
	Administrative evaluation (document completion and attachment of mandatory documents)
	CIDB Grading 7EP or higher 
	90/10 preferential point system (price = 90 & BBBEE points = 10)

Document Information
R 1 000.00

Reference Number: 26+Company name
                        ABSA
Account Number: 122 0000 458
Branch code: 632005
Documents will be available on E-tender and RLM websites respectively 5 working days after the advert date.

NB! Proof of purchase (Bank Deposit Slip) must be attached upon submission

TECHNICAL
Mr. P. Bergh
014 590 3371 
pbergh@rustenburg.gov.za 

",open,Corner Beyers Naude and Nelson Mandela drive - Rustenburg CBD  - Rustenburg - 0300,0,ZAR,2022-01-14T09:00:00Z,2021-10-23T00:00:00Z,Mr J Masinga,jmasinga@rustenburg.gov.za,,014-590-3123,2021-11-03T10:00:00Z,Rustenburg Local Municipality Electrical Department 98 Zendeling Street,true,true,571,Rustenburg Local Municipality,, - 
ocds-9t57fa-9963-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9963,tender,en-za,571,Rustenburg Local Municipality,9963,RLM/DPS/0042/2021/22,Request for Quotation,cancelled,Services: Professional,North West,consultingServices,Appointment of a service provider for the provision of security services to Rustenburg local municipality for a period of 36 months,,"Evaluation Criterion
	Administrative evaluation (document completion and attachment of mandatory documents)
	Functionality (minimum qualifying score 70)
	80/20 preferential point system (price = 80 & BBBEE points = 20)

Document Information
R 1 000.00

Reference Number: 42+Company name
                        ABSA
Account Number: 122 0000 458
Branch code: 632005
Documents will be available on E-tender and RLM websites respectively 5 working days after the advert date.

NB! Proof of purchase (Bank Deposit Slip) must be attached upon submission

TECHNICAL
Mr. J. Khumalo & Ms. C. Mokale
014 590 3141/ 3363 
jkhumalo@rustenburg.gov.za & cmokale@rustenburg.gov.za
",open,Corner Beyers Naude and Nelson Mandela drive - Rustenburg CBD  - Rustenburg - 0300,0,ZAR,2021-12-14T09:00:00Z,2021-10-23T00:00:00Z,Mr J Masinga,jmasinga@rustenburg.gov.za,,014-590-3123,2021-11-03T11:00:00Z,"at Corner Nelson Mandela & Dr Moroka road, Rustenburg ( Rustenburg Traffic department)",true,true,571,Rustenburg Local Municipality,, - 
ocds-9t57fa-9973-2021-10-23T00:00:00Z,compiled,2021-10-23T00:00:00Z,ocds-9t57fa-9973,tender,en-za,654,The South African Bureau of Standards (SABS),9973,RFQ/20/426,Request for Quotation,complete,Services: Professional,Gauteng,consultingServices,"APPOINTMENT OF A SERVICE PROVIDER TO INSPECT, SERVICE AND REPAIR ON ALL FOUR COMPRESSORS AS AND WHEN REQUIRED AT SABS GROENKLOOF AND NETFA FOR A PERIOD OF 24 MONTHS  ",,N/A,open,"SABS , 1 DR Lategan Road - Groenkloof - Pretoria - 0001",0,ZAR,2021-10-29T11:00:00Z,2021-10-23T00:00:00Z,Portia Semenya,portia.semenya@sabs.co.za,,012-428-6179,0001-01-01T00:00:00Z,N/A,false,false,654,The South African Bureau of Standards (SABS),, - 
ocds-9t57fa-143834-2021-04-01T00:00:00Z,compiled,2021-04-01T00:00:00Z,ocds-9t57fa-143834,tender,en-za,511,Northern Cape - Office of the Premier,143834,PO 01/10/2021,Transversal contract,active,Telecommunications,Northern Cape,works,Transversal Contract RT15-2021: Supply and Delivery of Mobile Communication Services to the State for The Period of 1 April 2021 - 31 March 2026 ,works,N/A,open,69 Memorial Road - Monument Heights  - Kimberley - 8301,0,ZAR,2021-04-02T11:00:00Z,2021-04-01T00:00:00Z,Pelonolo Ann Miss Meruti,pmeruti@ncpg.gov.za,,071-683-4033,0001-01-01T00:00:00Z,N/A,false,false,511,Northern Cape - Office of the Premier,, - 
ocds-9t57fa-9199-2021-10-15T00:00:00Z,compiled,2021-10-15T00:00:00Z,ocds-9t57fa-9199,tender,en-za,213,Gauteng - Infrastructure Development,9199,DID 18/07/2021,Request for Proposal,active,Services: Building,Gauteng,services,Restorative and Rehabilitation to Seotloana Primary School,services,"Only tenderers that qualify as EME's or QSE's with valid B-BBEE status level contribution of 1 are eligible to tender;
Only tenderers having a valid CIDB grading of 6GB or Higher will be considered for evaluation.",open,Commissioner Street - Marshalltown - Johannesburg - 2001,0,ZAR,2021-11-08T11:00:00Z,2021-10-15T00:00:00Z,Gopolang Monkwe,gopolang.monkwe@gauteng.gov.za,011-355-5485,011-355-5485,2021-10-21T10:00:00Z,"Seotloana Primary School, 645 Sparrow Street, Lifateng, Tembisa",true,false,213,Gauteng - Infrastructure Development,, - 
ocds-9t57fa-1889-2021-06-03T00:00:00Z,compiled,2021-06-03T00:00:00Z,ocds-9t57fa-1889,tender,en-za,242,Hessequa Municipality,1889,HES-TECH 02/2122,Request for Proposal,complete,Services: General,Western Cape,services,ALBERTINIA WASTEWATER TREATMENT WORKS: REFURBISHMENT CIVIL,services,N/A,open, -  -  - ,0,ZAR,2021-07-02T12:00:00Z,2021-06-03T00:00:00Z,LEANNE WINDVOGEL,leanne@hessequa.gov.za,,028 713 8087,2021-06-22T11:00:00Z,N/A,true,true,242,Hessequa Municipality,, - 
ocds-9t57fa-1909-2021-06-03T00:00:00Z,compiled,2021-06-03T00:00:00Z,ocds-9t57fa-1909,tender,en-za,208,Gauteng - Gauteng Gambling Board,1909,RFP/GGB/03/2020 SECURITY SERVICE ,Request for Proposal,active,Services: General,Gauteng,services,APPOINTMENT OF A SERVICE PROVIDER TORENDER SECURITYSERVICESAT GAUTENG GAMBLING BOARD FORAPERIOD OF 1 (ONE )YEAR,services,N/A,open, -  -  - ,0,ZAR,2020-12-11T00:00:00Z,2021-06-03T00:00:00Z,CLEMENT MAKHARI,CLEMENTM@GGB.ORG.ZA,,011 581 4800,0001-01-01T00:00:00Z,N/A,false,false,208,Gauteng - Gauteng Gambling Board,, - 
ocds-9t57fa-2216-2021-06-10T00:00:00Z,compiled,2021-06-10T00:00:00Z,ocds-9t57fa-2216,tender,en-za,529,Overberg District Municipality,2216,Q17-2020/21,Request for Quotation,complete,Services: General,Western Cape,services,Supply and delivery of guardrail baseplates or supports,services,N/A,open, -  -  - ,0,ZAR,2021-06-22T12:00:00Z,2021-06-10T00:00:00Z,MR. A VAN EEDEN (Department)/ MR. J HARMSE (Bid documents),mvaneeden@odm.org.za,,028 050 0957 / 028 050 0910,0001-01-01T00:00:00Z,N/A,false,false,529,Overberg District Municipality,, - 
ocds-9t57fa-2470-2021-06-17T00:00:00Z,compiled,2021-06-17T00:00:00Z,ocds-9t57fa-2470,tender,en-za,26,Basic Education,2470,DBE170,Request for Proposal,active,Services: General,Gauteng,services,Appointment of a Professional Conference Organiser for the Department of Basic Education for a period of three (3) years,services,N/A,open, -  -  - ,0,ZAR,2021-07-09T11:00:00Z,2021-06-17T00:00:00Z,Ms N Metula/ Ms L  Ledwaba,tenders@dbe.gov.za,,012 357 3134/3145,2021-06-28T10:00:00Z,N/A,true,true,26,Basic Education,, - 
ocds-9t57fa-3348-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3348,tender,en-za,213,Gauteng - Infrastructure Development,3348,DID13/07/2021,Request for Quotation,complete,Services: General,Gauteng,services,"Cleaning and Hygiene Services for Head Office, Regional Offices and Institutions for a period of Two (2) years with an option to extend for twelve (12) months.",services,N/A,open, -  -  - ,0,ZAR,2021-08-06T11:00:00Z,2021-07-09T00:00:00Z,Millicent Chauke / Edwin Madzinge,millicent.chauke@gauteng.gov.za,,n/a,0001-01-01T00:00:00Z,N/A,false,false,213,Gauteng - Infrastructure Development,, - 
ocds-9t57fa-3695-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3695,tender,en-za,562,Ray Nkonyeni Local Municipality,3695,8/2/RNM0297,Request for Bid(Open-Tender),complete,Services: General,KwaZulu-Natal,services,"PANEL OF CONSERVANCIES, NPO’S AND COMPANIES (TRAINED BY RAY NKONYENI MUNICIPALITY ON ALIEN PLANT REMOVAL) FOR THE CLEARING OF VACANT PROPERTIES FOR A THREE (3) YEAR PERIOD",services,N/A,open,10 Connor Street - Port Shepstone - Port Shepstone - 4240,0,ZAR,2021-07-23T12:00:00Z,2021-07-22T00:00:00Z,Ms Mzimela ,Ziyanda.Mzimela@rnm.gov.za,,039-688-2147,0001-01-01T00:00:00Z,N/A,false,false,562,Ray Nkonyeni Local Municipality,, - 
ocds-9t57fa-3714-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3714,tender,en-za,517,Ntabankulu Local Municipality,3714,NLM/TS/PSSTR/2021/22,Request for Bid(Open-Tender),complete,Architectural and engineering activities; technical testing and analysis,Eastern Cape,works,Provision of professional Services for the Small-Town Revitalization in Ntabankulu Town.,works,"Provision of professional services including but not limited to the following:
Preparation and briefing
Review and updating of Developed Designs
Tender documentation
Works 
Handover
Close out",open,Main Street - Ntabankulu - Ntabankulu - 5130,0,ZAR,2021-08-10T12:00:00Z,2021-07-22T00:00:00Z,Olwethu Mdudi,mdudio@ntabankulu.gov.za,086-654-6665,082-786-0772,2021-07-27T10:00:00Z,"Virtual via TEAMS, link will be shared on www.ntabankulu.gov.za",true,true,517,Ntabankulu Local Municipality,, - 
ocds-9t57fa-3704-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3704,tender,en-za,601,South African Civil Aviation Authority,3704,SACAA/LP/0007/2021-2022,Request for Bid(Open-Tender),active,Other service activities,National,services,"Provision of Ltho Printing of Charts, Copying, Packaging and Distribution of the Aeronautical Information Publication to Meet ICAO Standard",services,N/A,open,Bekker Street - Midrand - Gauteng - 1685,0,ZAR,2021-08-13T11:00:00Z,2021-07-22T00:00:00Z,Mr Sambeso Mbande,mbandes@caa.co.za,,011-545-1020,0001-01-01T00:00:00Z,N/A,false,false,601,South African Civil Aviation Authority,, - 
ocds-9t57fa-3728-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3728,tender,en-za,534,Passenger Rail Agency of South Africa,3728,CRES/ABT/WCR/02/07/2021,Request for Proposal,complete,Services: Building,Western Cape,services,"PROCUREMENT OF A 5GB OR 5CE OR HIGHER DESIGN AND BUILD CONTRACTOR TO CONDUCT STUDIES, PREPARE DESIGNS,CONSTRUCT, MONITORING AND CLOSE-OUT OF ALTERNATIVE BUILDING TECHNOLOGY (ABT) PROJECT IN LEEU-GAMKA, PRINCE ALBERT ROAD AND TOUWSRIVER STATIONS",services,Bidders must be registered on the Central supplier database (CSD) and comply with the local content requirements. ,open,"1ST Floor CMOCC, Tower Block  - Cape Town Station  - Cape Town - 8000",0,ZAR,2021-08-20T12:00:00Z,2021-07-22T00:00:00Z,Siyasanga Nyweba ,Siyasanga.Nyweba@prasa.com,,021-449-2264,2021-08-03T10:00:00Z,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NDgwZTE3ZDAtYTkwMi00YmZkLTk0NGUtOTI4ZDhkMjM2Y,true,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-3962-2021-07-29T00:00:00Z,compiled,2021-07-29T00:00:00Z,ocds-9t57fa-3962,tender,en-za,695,Umzimkhulu Local Municipality,3962,ULM-CORP001/22,Request for Quotation,complete,Supplies: General,KwaZulu-Natal,goods,SUPPY AND DELIVERY OF COVID-19 PPE (6 MONTHS CONTRACT),goods,"Tender documents will be available on the municipal website (www.umzimkhululm.gov.za) and will also be available from the cashier at 169 Main Street, uMzimkhulu, 3297 upon the non-refundable payment of R200 per document or a bank guaranteed cheque made out to uMzimkhulu Municipality during working hours between 09:30am and 16:00pm from the 03rd of August 2021; cut-off time for buying documents is the 10th  of August 2021, 15 minutes before the briefing time.

Due to Covid-19, briefing sessions will be hosted on Microsoft Teams. The link will be on the advert uploaded the municipal website (www.umzimkhululm.gov.za). 
",open,169 Main Street  - CBD  - Umzimkhulu  - 3297,0,ZAR,2021-08-20T12:00:00Z,2021-07-29T00:00:00Z,Mr M. Jaca ,jacam@umzimkhululm.gov.za,039-259-0427,039-259-5053,2021-08-10T11:00:00Z,MS Teams,true,false,695,Umzimkhulu Local Municipality,, - 
ocds-9t57fa-3989-2021-07-29T00:00:00Z,compiled,2021-07-29T00:00:00Z,ocds-9t57fa-3989,tender,en-za,65,City Power – Johannesburg,3989,2420S,Request for Proposal,active,Services: General,Gauteng,services,MAINTENANCE AND EMERGENCY REPAIR OF DC SYSTEMS,services,"1 ST STAGE - COMPULSORY MANDATORY REQUIREMENTS
 VALID PROOF OF ELECTRICAL CONTRACTOR REGISTRATION WITH DEPARTMENT OF LABOUR
 ALL BIDDERS ARE REQUIRED TO SUB-CONTRACT A MINIMUM OF 30% OF THE CONTRACT VALUE TO EME OR QSE’S WHO ARE 51% BLACK OWNED 51% BLACK WOMAN OWNED OR 51% BLACK YOUTH OWNED OR 51% OWNED BY BLACK PEOPLE WITH DISABILITIES IN TERMS OF PPPFA SUB REGULATION 9 (2) (B), (C) (E).”
 PROVIDE A VALID COIDA CERTIFICATE ISSUED BY THE DEPARTMENT OF LABOUR",open,Heronmere Road - Booysens - Booysens - 2016,0,ZAR,2021-09-08T11:00:00Z,2021-07-29T00:00:00Z,Katlego Nnete,knnete@citypower.co.za,,011-490-7681,0001-01-01T00:00:00Z,N/A,false,false,65,City Power – Johannesburg,, - 
ocds-9t57fa-7641-2021-09-23T00:00:00Z,compiled,2021-09-23T00:00:00Z,ocds-9t57fa-7641,tender,en-za,651,The Presidency,7641,PO 2021/22:001,Request for Proposal,active,"Travel agency, tour operator, reservation service and related activities",National,"""""",APPOINTMENT OF THE SERVICE PROVIDER TO FACILITATE AND MANAGE TRAVELING SERVICES FOR THE PRESIDENCY FOR A PERIOD OF THREE YEARS.,,"Briefing session is virtual.  The Link is on the bid document and on the eTender Portal.  
Amendments: 
Note the amendment on the bid document under evaluation phase 5: 20.5 Only bidders that have met above 80 points threshold in phase 4 will be evaluated in phase 5 for price and BBBEE.
Removal of 24.2 read as follows “Certified copies of the above certificates as well as a letter of “good   standing” shall be submitted together with the Bidders’ response to this Request for Proposals (RFP)”
",open,Government Avenue - Arcadia - Pretoria - 0001,0,ZAR,2021-10-15T11:00:00Z,2021-09-23T00:00:00Z,Madira Selomo,tenders@presidency.gov.za,,012-300-5951,2021-10-04T12:00:00Z,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzdlNTgxZTQtOWVhZC00Yzg5LTg1M2ItNWZjYTdmMWVlZ,true,false,651,The Presidency,, - 
ocds-9t57fa-7656-2021-09-23T00:00:00Z,compiled,2021-09-23T00:00:00Z,ocds-9t57fa-7656,tender,en-za,528,Oudtshoorn Municipality,7656,TD0 07/09/2021 ,Request for Bid(Open-Tender),complete,Civil engineering,Western Cape,works,TD0 07/09/2021 UPGRADING OF SECTIONS OF WATER AND SEWER NETWORK AND AUXILIARY WORKS WITHIN THE GREATER OUDTSHOORN FOR 3 YEARS,works,"Preferential Procurement Regulations, 2017- Local Content Requirement
7CE or Higher. Company Experience Required. Contract Manager & Construction Manager (Site Agent) Experience Required, Local Labour",open,"26 CHURCH STREET, OUDTSHOORN 6625 - OUDTSHOORN - OUDTSHOORN - 6625",0,ZAR,2021-10-29T12:00:00Z,2021-09-23T00:00:00Z,J. ROLLISON / S. NJOKO,janina@oudtmun.gov.za,,044-203-3178,2021-10-01T10:00:00Z,"Recreation Ground (Sport Stadion) in Voortrekker Street, ",true,true,528,Oudtshoorn Municipality,, - 
ocds-9t57fa-895-2021-05-13T00:00:00Z,compiled,2021-05-13T00:00:00Z,ocds-9t57fa-895,tender,en-za,606,South African Forestry Company Limited,895,RFQ/737/038,Request for Quotation,complete,Services: General,Mpumalanga,services,Supply and install x4 (four) Tri band cellphone signal booster units at Roburnia plantation management houses,services,N/A,open, -  -  - ,0,ZAR,2021-05-20T12:00:00Z,2021-05-13T00:00:00Z,Ms Sibongiseni Mgushelo,sibongiseni.mgushelo@safcol.co.za,,0137542700/ 0664790612,0001-01-01T00:00:00Z,N/A,false,false,606,South African Forestry Company Limited,, - 
